mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2415703773498535,0.03192802255056235,0.04477705955505371,0.007856349479667667,0.1,{'alpha': 0.1},0.821875,0.8375,0.85,0.859375,0.85625,0.845,0.013778379803155359,1
0.2866986274719238,0.017901749723966316,0.04921364784240723,0.006415765920268564,0.2,{'alpha': 0.2},0.83125,0.83125,0.846875,0.85,0.8625,0.8443750000000001,0.011924240017711816,2
0.3274184226989746,0.007257872110576378,0.050861167907714847,0.0026100229289972164,0.5,{'alpha': 0.5},0.825,0.8125,0.83125,0.84375,0.84375,0.83125,0.011858541225631427,3
0.3212010860443115,0.016838207125378427,0.05236382484436035,0.006260480053894285,0.75,{'alpha': 0.75},0.81875,0.80625,0.834375,0.8375,0.840625,0.8275,0.013020416659999774,4
0.3486323356628418,0.015053712567945772,0.05652709007263183,0.004677361593755307,1.0,{'alpha': 1},0.8125,0.803125,0.825,0.83125,0.834375,0.8212499999999998,0.011759304826391745,5
0.35793414115905764,0.017091456044513908,0.051515054702758786,0.009065399286921986,1.5,{'alpha': 1.5},0.809375,0.803125,0.821875,0.81875,0.834375,0.8174999999999999,0.01075290658380329,6
0.33058505058288573,0.008630813764913656,0.0364138126373291,0.009779033526329677,2.0,{'alpha': 2},0.809375,0.78125,0.825,0.8125,0.825,0.8106249999999999,0.016007810593582108,7
0.2990445613861084,0.03546810267890938,0.014508962631225586,0.0031356507625290592,5.0,{'alpha': 5},0.784375,0.73125,0.78125,0.784375,0.771875,0.770625,0.020213702035995314,8
